,model,celltype,feature,source
8751,Basenji2,H9,CHIP-seq:H3K23ac,ENCODE
8752,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF660,ENCODE
8753,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF133,ENCODE
8754,Basenji2,IMR-90,CHIP-seq:H3K14ac,ENCODE
8755,Basenji2,K562,CHIP-seq:ZBTB8A,ENCODE
8756,Basenji2,K562,CHIP-seq:POLR2G,ENCODE
8757,Basenji2,rectal smooth muscle tissue female adult (50 years),CHIP-seq:H3K27me3,ENCODE
8758,Basenji2,foreskin fibroblast male newborn,CHIP-seq:H3K27me3,ENCODE
8759,Basenji2,K562,CHIP-seq:ZBED1,ENCODE
8760,Basenji2,layer of hippocampus female adult (75 years),CHIP-seq:H3K36me3,ENCODE
8761,Basenji2,subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years),CHIP-seq:H3K9me3,ENCODE
8762,Basenji2,muscle layer of duodenum male adult (73 years),CHIP-seq:H3K36me3,ENCODE
8763,Basenji2,SK-N-MC,CHIP-seq:H3K4me3,ENCODE
8764,Basenji2,myoepithelial cell of mammary gland female adult (36 years),CHIP-seq:H3K4me3,ENCODE
8765,Basenji2,MCF-7,CHIP-seq:MAZ,ENCODE
8766,Basenji2,K562,CHIP-seq:LARP7,ENCODE
8767,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF354C,ENCODE
8768,Basenji2,hepatocyte originated from H9,CHIP-seq:H4K20me1,ENCODE
8769,Basenji2,spleen female adult (53 years),CHIP-seq:POLR2A,ENCODE
8770,Basenji2,mid-neurogenesis radial glial cells genetically modified using stable transfection NONE and originated from H9,CHIP-seq:H3K4me1,ENCODE
8771,Basenji2,K562 genetically modified using stable transfection,CHIP-seq:eGFP-GABPA,ENCODE
8772,Basenji2,upper lobe of left lung male adult (54 years),CHIP-seq:EP300,ENCODE
8773,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-MAZ,ENCODE
8774,Basenji2,B cell female adult (27 years),CHIP-seq:H3K4me1,ENCODE
8775,Basenji2,liver female child (4 years),CHIP-seq:EGR1,ENCODE
8776,Basenji2,"effector memory CD4-positive, alpha-beta T cell",CHIP-seq:H3K4me3,ENCODE
8777,Basenji2,endocrine pancreas male adult (46 years),CHIP-seq:H3K4me1,ENCODE
8778,Basenji2,regulatory T cell originated from blood cell,CHIP-seq:H3K36me3,ENCODE
8779,Basenji2,neurosphere embryo (15 weeks) originated from ganglionic eminence,CHIP-seq:H3K4me3,ENCODE
8780,Basenji2,GM23338 male adult (53 years) originated from GM23248,CHIP-seq:H4K20me1,ENCODE
8781,Basenji2,GM12878,CHIP-seq:MTA2,ENCODE
8782,Basenji2,luminal epithelial cell of mammary gland female adult (33 years),CHIP-seq:H3K4me1,ENCODE
8783,Basenji2,colonic mucosa female adult (73 years),CHIP-seq:H3K9me3,ENCODE
8784,Basenji2,A549,CHIP-seq:ZFP36,ENCODE
8785,Basenji2,subcutaneous abdominal adipose tissue nuclear fraction female adult (81 year),CHIP-seq:H3K4me3,ENCODE
8786,Basenji2,H9,CHIP-seq:H3K18ac,ENCODE
8787,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF777,ENCODE
8788,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF213,ENCODE
8789,Basenji2,subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years),CHIP-seq:H3K27me3,ENCODE
8790,Basenji2,K562,CHIP-seq:HNRNPUL1,ENCODE
8791,Basenji2,mesendoderm originated from H1-hESC,CHIP-seq:H2BK15ac,ENCODE
8792,Basenji2,liver female child (4 years),CHIP-seq:HNF4G,ENCODE
8793,Basenji2,SK-N-SH,CHIP-seq:EZH2phosphoT487,ENCODE
8794,Basenji2,muscle layer of duodenum male adult (59 years),CHIP-seq:H3K36me3,ENCODE
8795,Basenji2,K562,CHIP-seq:NCOR1,ENCODE
8796,Basenji2,thymus male child (3 years),CHIP-seq:H3K9me3,ENCODE
8797,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-MZF1,ENCODE
8798,Basenji2,breast epithelium female adult (53 years),CHIP-seq:POLR2A,ENCODE
8799,Basenji2,suprapubic skin female adult (51 year),CHIP-seq:EP300,ENCODE
8800,Basenji2,bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,CHIP-seq:H3K4me1,ENCODE
8801,Basenji2,H1-hESC,CHIP-seq:H3K79me2,ENCODE
8802,Basenji2,smooth muscle cell originated from H9,CHIP-seq:H2AFZ,ENCODE
8803,Basenji2,K562,CHIP-seq:FOXK2,ENCODE
8804,Basenji2,RWPE1,CHIP-seq:CTCF,ENCODE
8805,Basenji2,thymus male child (3 years),CHIP-seq:H3K27ac,ENCODE
8806,Basenji2,caudate nucleus male adult (81 year),CHIP-seq:H3K4me1,ENCODE
8807,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-IKZF3,ENCODE
8808,Basenji2,breast epithelium female adult (51 year),CHIP-seq:POLR2A,ENCODE
8809,Basenji2,breast epithelium female adult (53 years),CHIP-seq:CTCF,ENCODE
8810,Basenji2,mucosa of rectum female adult (50 years),CHIP-seq:H3K27ac,ENCODE
8811,Basenji2,Karpas-422,CHIP-seq:H3K4me1,ENCODE
8812,Basenji2,esophagus male adult (34 years),CHIP-seq:H3K4me1,ENCODE
8813,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF680,ENCODE
8814,Basenji2,SU-DHL-6,CHIP-seq:H3K27ac,ENCODE
8815,Basenji2,iPS DF 19.11 male newborn,CHIP-seq:H3K4me1,ENCODE
8816,Basenji2,body of pancreas male adult (37 years),CHIP-seq:CTCF,ENCODE
8817,Basenji2,thymus female embryo (110 days),CHIP-seq:H3K4me3,ENCODE
8818,Basenji2,MCF-7,CHIP-seq:ZBTB1,ENCODE
8819,Basenji2,liver male adult (32 years),CHIP-seq:FOXA2,ENCODE
8820,Basenji2,ACC112,CHIP-seq:H2AFZ,ENCODE
8821,Basenji2,"common myeloid progenitor, CD34-positive",CHIP-seq:H3K27me3,ENCODE
8822,Basenji2,middle frontal area 46 male adult (81 year),CHIP-seq:H3K27me3,ENCODE
8823,Basenji2,fibroblast of breast female adult (26 years),CHIP-seq:H3K9me3,ENCODE
8824,Basenji2,skeletal muscle satellite cell female adult originated from mesodermal cell,CHIP-seq:H3K27me3,ENCODE
8825,Basenji2,placental basal plate female embryo (40 weeks),CHIP-seq:H3K36me3,ENCODE
8826,Basenji2,sigmoid colon female adult (53 years),CHIP-seq:EP300,ENCODE
8827,Basenji2,substantia nigra male adult (81 year),CHIP-seq:H3K36me3,ENCODE
8828,Basenji2,GM23338 male adult (53 years) originated from GM23248,CHIP-seq:H3F3A,ENCODE
8829,Basenji2,chorionic villus embryo (16 weeks),CHIP-seq:H3K4me3,ENCODE
8830,Basenji2,HepG2,CHIP-seq:FIP1L1,ENCODE
8831,Basenji2,K562 genetically modified using stable transfection,CHIP-seq:eGFP-PTTG1,ENCODE
8832,Basenji2,"CD4-positive, alpha-beta memory T cell",CHIP-seq:H3K27ac,ENCODE
8833,Basenji2,tibial nerve female adult (53 years),CHIP-seq:H3K4me3,ENCODE
8834,Basenji2,neuron originated from H9,CHIP-seq:H3K4me3,ENCODE
8835,Basenji2,HUES6,CHIP-seq:H3K27ac,ENCODE
8836,Basenji2,HepG2,CHIP-seq:HNRNPL,ENCODE
8837,Basenji2,pancreas female adult (30 years),CHIP-seq:H3K4me3,ENCODE
8838,Basenji2,LNCAP,CHIP-seq:CTCF,ENCODE
8839,Basenji2,K562,CHIP-seq:CHAMP1,ENCODE
8840,Basenji2,SU-DHL-6,CHIP-seq:H3K36me3,ENCODE
8841,Basenji2,HUES64,CHIP-seq:H3K9me3,ENCODE
8842,Basenji2,kidney female embryo (120 days),CHIP-seq:H3K9ac,ENCODE
8843,Basenji2,Karpas-422,CHIP-seq:H2AFZ,ENCODE
8844,Basenji2,subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years),CHIP-seq:H3K9me3,ENCODE
8845,Basenji2,thoracic aorta male adult (54 years),CHIP-seq:H3K27ac,ENCODE
8846,Basenji2,MCF-7,CHIP-seq:ZBTB40,ENCODE
8847,Basenji2,angular gyrus male adult (81 year),CHIP-seq:H3K9me3,ENCODE
8848,Basenji2,chorionic villus male embryo (38 weeks),CHIP-seq:H3K4me3,ENCODE
8849,Basenji2,A549,CHIP-seq:EHMT2,ENCODE
8850,Basenji2,layer of hippocampus male adult (73 years),CHIP-seq:H3K27ac,ENCODE
8851,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZBTB21,ENCODE
8852,Basenji2,sigmoid colon male child (3 years),CHIP-seq:H3K4me3,ENCODE
8853,Basenji2,lung female embryo (85 days),CHIP-seq:H3K9me3,ENCODE
8854,Basenji2,K562,CHIP-seq:ZEB2,ENCODE
8855,Basenji2,colonic mucosa female adult (56 years),CHIP-seq:H3K4me3,ENCODE
8856,Basenji2,sigmoid colon female adult (53 years),CHIP-seq:POLR2A,ENCODE
8857,Basenji2,H1-hESC,CHIP-seq:H3K4me2,ENCODE
8858,Basenji2,aorta female adult (30 years),CHIP-seq:H3K27ac,ENCODE
8859,Basenji2,cingulate gyrus female adult (75 years),CHIP-seq:H3K36me3,ENCODE
8860,Basenji2,foreskin melanocyte male newborn,CHIP-seq:H3K36me3,ENCODE
8861,Basenji2,endocrine pancreas male adult (45 years),CHIP-seq:H3K27ac,ENCODE
8862,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-OSR2,ENCODE
8863,Basenji2,liver female child (4 years),CHIP-seq:FOXA1,ENCODE
8864,Basenji2,H9,CHIP-seq:H3K36me3,ENCODE
8865,Basenji2,fibroblast of breast female adult (17 years),CHIP-seq:H3K4me1,ENCODE
8866,Basenji2,K562,CHIP-seq:NR3C1,ENCODE
8867,Basenji2,K562,CHIP-seq:POLR2B,ENCODE
8868,Basenji2,aorta male adult (34 years),CHIP-seq:H3K4me1,ENCODE
8869,Basenji2,H1-hESC,CHIP-seq:H3K23me2,ENCODE
8870,Basenji2,mesendoderm originated from H1-hESC,CHIP-seq:H2BK5ac,ENCODE
8871,Basenji2,NCI-H929,CHIP-seq:H3K9ac,ENCODE
8872,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-PAF1,ENCODE
8873,Basenji2,colonic mucosa female adult (73 years),CHIP-seq:H3K27ac,ENCODE
8874,Basenji2,GM23248,CHIP-seq:H3K9me2,ENCODE
8875,Basenji2,muscle layer of colon female adult (77 years),CHIP-seq:H3K9me3,ENCODE
8876,Basenji2,colonic mucosa female adult (56 years),CHIP-seq:H3K9ac,ENCODE
8877,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF335,ENCODE
8878,Basenji2,skeletal muscle tissue,CHIP-seq:H3K27me3,ENCODE
8879,Basenji2,skeletal muscle tissue female adult (72 years),CHIP-seq:H3K27ac,ENCODE
8880,Basenji2,MCF-7,CHIP-seq:DDX20,ENCODE
8881,Basenji2,GM12878,CHIP-seq:RBBP5,ENCODE
8882,Basenji2,small intestine male embryo (108 days),CHIP-seq:H3K4me1,ENCODE
8883,Basenji2,GM12878,CHIP-seq:HDAC2,ENCODE
8884,Basenji2,K562,CHIP-seq:NKRF,ENCODE
8885,Basenji2,kidney male adult (50 years),CHIP-seq:H3K36me3,ENCODE
8886,Basenji2,K562,CHIP-seq:ZBTB11,ENCODE
8887,Basenji2,GM12878,CHIP-seq:GABPA,ENCODE
8888,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-CREB1,ENCODE
8889,Basenji2,OCI-LY7,CHIP-seq:H2AFZ,ENCODE
8890,Basenji2,GM12878,CHIP-seq:STAT1,ENCODE
8891,Basenji2,H9,CHIP-seq:H2AK5ac,ENCODE
8892,Basenji2,HCT116,CHIP-seq:H3K4me3,ENCODE
8893,Basenji2,"CD4-positive, alpha-beta memory T cell",CHIP-seq:H3K9me3,ENCODE
8894,Basenji2,adrenal gland female adult (30 years),CHIP-seq:H3K4me1,ENCODE
8895,Basenji2,K562,CHIP-seq:ZNF318,ENCODE
8896,Basenji2,HepG2,CHIP-seq:SP1,ENCODE
8897,Basenji2,HUES48,CHIP-seq:H3K9ac,ENCODE
8898,Basenji2,Parathyroid adenoma male adult (65 years),CHIP-seq:H3K9ac,ENCODE
8899,Basenji2,K562,CHIP-seq:SKIL,ENCODE
8900,Basenji2,Parathyroid adenoma male adult (65 years),CHIP-seq:CTCF,ENCODE
8901,Basenji2,mucosa of rectum female adult (61 year),CHIP-seq:H3K27me3,ENCODE
8902,Basenji2,heart left ventricle female adult (53 years),CHIP-seq:POLR2A,ENCODE
8903,Basenji2,peripheral blood mononuclear cell male adult (27 years),CHIP-seq:H3K4me1,ENCODE
8904,Basenji2,MCF-7,CHIP-seq:ESRRA,ENCODE
8905,Basenji2,HepG2,CHIP-seq:HDAC2,ENCODE
8906,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-SCRT2,ENCODE
8907,Basenji2,liver male adult (32 years),CHIP-seq:NR2F2,ENCODE
8908,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF248,ENCODE
8909,Basenji2,NCI-H929,CHIP-seq:H3K79me2,ENCODE
8910,Basenji2,HepG2,CHIP-seq:RBM39,ENCODE
8911,Basenji2,stomach smooth muscle female adult (84 years),CHIP-seq:H3K4me1,ENCODE
8912,Basenji2,stomach smooth muscle male adult (59 years),CHIP-seq:H3K9ac,ENCODE
8913,Basenji2,PC-3,CHIP-seq:H3K9me3,ENCODE
8914,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-KAT7,ENCODE
8915,Basenji2,angular gyrus male adult (81 year),CHIP-seq:H3K36me3,ENCODE
8916,Basenji2,small intestine male child (3 years),CHIP-seq:H3K27me3,ENCODE
8917,Basenji2,"common myeloid progenitor, CD34-positive female adult (27 years)",CHIP-seq:H3K4me1,ENCODE
8918,Basenji2,HeLa-S3,CHIP-seq:H3K4me3,ENCODE
8919,Basenji2,hepatocyte originated from H9,CHIP-seq:EZH2phosphoT487,ENCODE
8920,Basenji2,GM12878,CHIP-seq:BCLAF1,ENCODE
8921,Basenji2,K562,CHIP-seq:LEF1,ENCODE
8922,Basenji2,K562,CHIP-seq:CC2D1A,ENCODE
8923,Basenji2,coronary artery female adult (53 years),CHIP-seq:H3K4me3,ENCODE
8924,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF596,ENCODE
8925,Basenji2,right lobe of liver female adult (53 years),CHIP-seq:H3K4me3,ENCODE
8926,Basenji2,skeletal muscle tissue male adult (54 years),CHIP-seq:H3K27me3,ENCODE
8927,Basenji2,foreskin fibroblast male newborn,CHIP-seq:H3K4me1,ENCODE
8928,Basenji2,rectal smooth muscle tissue female adult (50 years),CHIP-seq:H3K9ac,ENCODE
8929,Basenji2,subcutaneous abdominal adipose tissue nuclear fraction female adult (59 years),CHIP-seq:H3K36me3,ENCODE
8930,Basenji2,placental basal plate male embryo (38 weeks),CHIP-seq:H3K4me3,ENCODE
8931,Basenji2,liver female child (4 years),CHIP-seq:ZBTB33,ENCODE
8932,Basenji2,breast epithelium male adult (37 years),CHIP-seq:EP300,ENCODE
8933,Basenji2,foreskin fibroblast male newborn,CHIP-seq:H3K4me1,ENCODE
8934,Basenji2,skeletal muscle tissue male adult (54 years),CHIP-seq:H3K4me3,ENCODE
8935,Basenji2,fibroblast of breast female adult (26 years),CHIP-seq:H3K27ac,ENCODE
8936,Basenji2,GM12878,CHIP-seq:CEBPZ,ENCODE
8937,Basenji2,MCF-7,CHIP-seq:MTA1,ENCODE
8938,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZFP41,ENCODE
8939,Basenji2,body of pancreas male adult (54 years),CHIP-seq:H3K4me1,ENCODE
8940,Basenji2,"CD8-positive, alpha-beta T cell male adult (21 year)",CHIP-seq:H3K9ac,ENCODE
8941,Basenji2,middle frontal area 46 female adult (75 years),CHIP-seq:H3K9me3,ENCODE
8942,Basenji2,K562,CHIP-seq:NCOA2,ENCODE
8943,Basenji2,foreskin melanocyte male newborn,CHIP-seq:H3K4me3,ENCODE
8944,Basenji2,liver female child (4 years),CHIP-seq:GABPA,ENCODE
8945,Basenji2,spleen female adult (51 year),CHIP-seq:POLR2AphosphoS5,ENCODE
8946,Basenji2,DOHH2,CHIP-seq:H3K27me3,ENCODE
8947,Basenji2,K562,CHIP-seq:C11orf30,ENCODE
8948,Basenji2,mesenchymal stem cell originated from H1-hESC,CHIP-seq:H4K8ac,ENCODE
8949,Basenji2,liver male adult (31 year),CHIP-seq:H3K9me3,ENCODE
8950,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF629,ENCODE
8951,Basenji2,"naive thymus-derived CD4-positive, alpha-beta T cell",CHIP-seq:H3K4me1,ENCODE
8952,Basenji2,K562,CHIP-seq:ZNF318,ENCODE
8953,Basenji2,liver female child (4 years),CHIP-seq:RXRA,ENCODE
8954,Basenji2,iPS-20b male adult (55 years),CHIP-seq:H3K27me3,ENCODE
8955,Basenji2,esophagus muscularis mucosa female adult (51 year),CHIP-seq:CTCF,ENCODE
8956,Basenji2,K562,CHIP-seq:TARDBP,ENCODE
8957,Basenji2,foreskin melanocyte male newborn,CHIP-seq:H3K9me3,ENCODE
8958,Basenji2,stomach female embryo (96 days),CHIP-seq:H3K27me3,ENCODE
8959,Basenji2,trophoblast cell originated from H1-hESC,CHIP-seq:H3K4ac,ENCODE
8960,Basenji2,neural stem progenitor cell originated from H9,CHIP-seq:H3K4me3,ENCODE
8961,Basenji2,"common myeloid progenitor, CD34-positive female adult (33 years)",CHIP-seq:H3K27me3,ENCODE
8962,Basenji2,cingulate gyrus male adult (81 year),CHIP-seq:H3K27ac,ENCODE
8963,Basenji2,trophoblast cell originated from H1-hESC,CHIP-seq:H2BK120ac,ENCODE
8964,Basenji2,lung female adult (30 years),CHIP-seq:H3K4me1,ENCODE
8965,Basenji2,HepG2,CHIP-seq:RBM22,ENCODE
8966,Basenji2,trophoblast female embryo (40 weeks),CHIP-seq:H3K9me3,ENCODE
8967,Basenji2,mesendoderm originated from H1-hESC,CHIP-seq:H3K79me1,ENCODE
8968,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZSCAN5A,ENCODE
8969,Basenji2,stomach female adult (53 years),CHIP-seq:H3K27me3,ENCODE
8970,Basenji2,temporal lobe male adult (81 year),CHIP-seq:H3K27me3,ENCODE
8971,Basenji2,heart male embryo (91 day),CHIP-seq:H3K4me3,ENCODE
8972,Basenji2,germinal matrix male embryo (20 weeks),CHIP-seq:H3K9me3,ENCODE
8973,Basenji2,PC-3,CHIP-seq:CTCF,ENCODE
8974,Basenji2,K562 genetically modified using CRISPR,CHIP-seq:eGFP-USF2,ENCODE
8975,Basenji2,esophagus muscularis mucosa male adult (37 years),CHIP-seq:EP300,ENCODE
8976,Basenji2,K562,CHIP-seq:KDM1A,ENCODE
8977,Basenji2,MCF-7,CHIP-seq:CHD1,ENCODE
8978,Basenji2,MM.1S,CHIP-seq:H3K4me3,ENCODE
8979,Basenji2,neural stem progenitor cell originated from H1-hESC,CHIP-seq:H3K23ac,ENCODE
8980,Basenji2,HepG2,CHIP-seq:HDAC1,ENCODE
8981,Basenji2,HepG2,CHIP-seq:ZNF24,ENCODE
8982,Basenji2,Peyer's patch female adult (53 years),CHIP-seq:H3K36me3,ENCODE
8983,Basenji2,subcutaneous abdominal adipose tissue nuclear fraction female adult (25 years),CHIP-seq:H3K9me3,ENCODE
8984,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF488,ENCODE
8985,Basenji2,H1-hESC,CHIP-seq:H2BK12ac,ENCODE
8986,Basenji2,chorion male embryo (16 weeks),CHIP-seq:H3K27me3,ENCODE
8987,Basenji2,K562,CHIP-seq:POU5F1,ENCODE
8988,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF211,ENCODE
8989,Basenji2,myoepithelial cell of mammary gland female adult (36 years),CHIP-seq:H3K9ac,ENCODE
8990,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZFP37,ENCODE
8991,Basenji2,kidney female embryo (120 days),CHIP-seq:H3K36me3,ENCODE
8992,Basenji2,SK-N-SH,CHIP-seq:H2AFZ,ENCODE
8993,Basenji2,foreskin fibroblast male newborn,CHIP-seq:H3K4me1,ENCODE
8994,Basenji2,H9,CHIP-seq:H4K8ac,ENCODE
8995,Basenji2,gastroesophageal sphincter female adult (51 year),CHIP-seq:POLR2A,ENCODE
8996,Basenji2,adipocyte originated from mesenchymal stem cell,CHIP-seq:H3K4me3,ENCODE
8997,Basenji2,psoas muscle male child (3 years),CHIP-seq:H3K27ac,ENCODE
8998,Basenji2,right atrium auricular region female adult (53 years),CHIP-seq:H3K4me1,ENCODE
8999,Basenji2,mucosa of stomach male adult (59 years),CHIP-seq:H3K4me1,ENCODE
9000,Basenji2,peripheral blood mononuclear cell male adult (32 years),CHIP-seq:H3K4me3,ENCODE
9001,Basenji2,"effector memory CD4-positive, alpha-beta T cell",CHIP-seq:H3K27me3,ENCODE
9002,Basenji2,GM23338 male adult (53 years) originated from GM23248,CHIP-seq:POLR2AphosphoS5,ENCODE
9003,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-FOXP1,ENCODE
9004,Basenji2,Parathyroid adenoma male adult (62 years),CHIP-seq:H3K27me3,ENCODE
9005,Basenji2,K562,CHIP-seq:ZNF280A,ENCODE
9006,Basenji2,endocrine pancreas male adult (46 years),CHIP-seq:H3K36me3,ENCODE
9007,Basenji2,trophoblast cell originated from H1-hESC,CHIP-seq:H4K91ac,ENCODE
9008,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZNF37A,ENCODE
9009,Basenji2,GM12878,CHIP-seq:CBX5,ENCODE
9010,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-ZNF511,ENCODE
9011,Basenji2,"CD8-positive, alpha-beta memory T cell",CHIP-seq:H3K4me1,ENCODE
9012,Basenji2,endocrine pancreas adult (59 years),CHIP-seq:H3K36me3,ENCODE
9013,Basenji2,neutrophil,CHIP-seq:H3K36me3,ENCODE
9014,Basenji2,substantia nigra male adult (81 year),CHIP-seq:H3K27me3,ENCODE
9015,Basenji2,MCF-7,CHIP-seq:H3K9me2,ENCODE
9016,Basenji2,colonic mucosa female adult (73 years),CHIP-seq:H3K9ac,ENCODE
9017,Basenji2,bipolar neuron originated from GM23338 treated with 0.5 ug/mL doxycycline hyclate for 4 days,CHIP-seq:H3K36me3,ENCODE
9018,Basenji2,Peyer's patch female adult (53 years),CHIP-seq:CTCF,ENCODE
9019,Basenji2,HepG2,CHIP-seq:EHMT2,ENCODE
9020,Basenji2,testis male adult (37 years),CHIP-seq:H3K9me3,ENCODE
9021,Basenji2,K562,CHIP-seq:IRF2,ENCODE
9022,Basenji2,K562,CHIP-seq:GTF2F1,ENCODE
9023,Basenji2,foreskin keratinocyte male newborn,CHIP-seq:H3K36me3,ENCODE
9024,Basenji2,heart left ventricle male child (3 years),CHIP-seq:H3K4me3,ENCODE
9025,Basenji2,temporal lobe male adult (81 year),CHIP-seq:H3K9me3,ENCODE
9026,Basenji2,foreskin keratinocyte male newborn,CHIP-seq:H3K27me3,ENCODE
9027,Basenji2,GM23248,CHIP-seq:H3F3A,ENCODE
9028,Basenji2,kidney male adult (50 years),CHIP-seq:H3K9me3,ENCODE
9029,Basenji2,neurosphere embryo (15 weeks) originated from ganglionic eminence,CHIP-seq:H3K27ac,ENCODE
9030,Basenji2,gastrocnemius medialis male adult (37 years),CHIP-seq:H3K36me3,ENCODE
9031,Basenji2,angular gyrus male adult (81 year),CHIP-seq:H3K27ac,ENCODE
9032,Basenji2,muscle layer of colon female adult (77 years),CHIP-seq:H3K27me3,ENCODE
9033,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-ZFP69B,ENCODE
9034,Basenji2,thymus female embryo (110 days),CHIP-seq:H3K27me3,ENCODE
9035,Basenji2,K562 genetically modified using stable transfection,CHIP-seq:eGFP-DDX20,ENCODE
9036,Basenji2,HEK293 genetically modified using site-specific recombination originated from HEK293,CHIP-seq:eGFP-INSM2,ENCODE
9037,Basenji2,liver male adult (32 years),CHIP-seq:YY1,ENCODE
9038,Basenji2,HepG2,CHIP-seq:GTF2F1,ENCODE
9039,Basenji2,foreskin melanocyte male newborn,CHIP-seq:H3K4me1,ENCODE
9040,Basenji2,MCF-7,CHIP-seq:ELK1,ENCODE
9041,Basenji2,HepG2,CHIP-seq:ZFP36,ENCODE
9042,Basenji2,layer of hippocampus male adult (73 years),CHIP-seq:H3K4me3,ENCODE
9043,Basenji2,IMR-90,CHIP-seq:H3K18ac,ENCODE
9044,Basenji2,mucosa of stomach male adult (59 years),CHIP-seq:H3K9ac,ENCODE
9045,Basenji2,hepatocyte originated from H9,CHIP-seq:EZH2,ENCODE
9046,Basenji2,K562,CHIP-seq:ZNF24,ENCODE
9047,Basenji2,muscle layer of colon female adult (77 years),CHIP-seq:H3K4me1,ENCODE
9048,Basenji2,brain female embryo (17 weeks),CHIP-seq:H3K4me1,ENCODE
9049,Basenji2,GM23338 male adult (53 years) originated from GM23248,CHIP-seq:H3K27me3,ENCODE
9050,Basenji2,H9,CHIP-seq:H4K91ac,ENCODE
9051,Basenji2,liver female child (4 years),CHIP-seq:SP1,ENCODE
9052,Basenji2,HepG2 genetically modified using CRISPR,CHIP-seq:3xFLAG-KDM3A,ENCODE
9053,Basenji2,GM12878,CHIP-seq:RELB,ENCODE
9054,Basenji2,K562,CHIP-seq:DEAF1,ENCODE
9055,Basenji2,K562,CHIP-seq:HDAC1,ENCODE
9056,Basenji2,K562,CHIP-seq:POLR2A,ENCODE
9057,Basenji2,MCF-7,CHIP-seq:GATAD2B,ENCODE
9058,Basenji2,peripheral blood mononuclear cell male adult (27 years),CHIP-seq:H3K9me3,ENCODE
9059,Basenji2,chorionic villus female embryo (40 weeks),CHIP-seq:H3K4me1,ENCODE
9060,Basenji2,K562,CHIP-seq:ZBTB5,ENCODE
9061,Basenji2,angular gyrus female adult (75 years),CHIP-seq:H3K9me3,ENCODE
9062,Basenji2,OCI-LY7,CHIP-seq:H3K9me3,ENCODE
9063,Basenji2,peripheral blood mononuclear cell female adult (28 years),CHIP-seq:H3K27me3,ENCODE
9064,Basenji2,K562,CHIP-seq:MNT,ENCODE
9065,Basenji2,natural killer cell male adult (37 years),CHIP-seq:H3K27ac,ENCODE
9066,Basenji2,GM12878,CHIP-seq:KDM1A,ENCODE
9067,Basenji2,MCF-7,CHIP-seq:RCOR1,ENCODE
9068,Basenji2,MCF-7,CHIP-seq:MTA3,ENCODE
9069,Basenji2,22Rv1,CHIP-seq:H3K27ac,ENCODE
9070,Basenji2,neural stem progenitor cell originated from H1-hESC,CHIP-seq:H3K9me3,ENCODE
9071,Basenji2,Peyer's patch female adult (51 year),CHIP-seq:CTCF,ENCODE
